ID,IDDevices,DeviceName,ActivationDateTime,Activator,FaultNo,Flags,OutletNo,OutletWIPs,OutletWOPs,OutletWIPWOPs,ActivatorsSerialNo,FeederNo,ToolNo,OperationMode,StudID,StudID_joining_spot,StudID_Series,StudID_Type,StudID_var_steer,StudID_var_roof,StudID_var_make,StudID_fac_name,StudID_tool,SubIndex,Variable1,Variable2,Variable3,Variable4,DeactivationDateTime,DeactivationReason,Deactivator,CarbodyID,SystemWIPs,SystemWOPs,SystemWIPWOPs,DoubleBallWeldingIndex,StudIDInternal,EventType,OldComponentTypeValue,NewComponentTypeValue,AdditionalData
770,33,HC72 200RB200,2018-04-05 12:57:15.0000000,49,13009,0,1,1541,15,1556,701A22E9000000E6,1,1,160,6100408_167_4_1_0_1_1_1,,,,,,,,,0,229,0,0,0,2018-04-05 12:57:19.0000000,2,18,,0,0,0,0,,1,0,0,
771,33,HC72 200RB200,2018-04-05 12:57:20.0000000,49,13009,0,1,1541,15,1556,701A22E9000000E6,1,1,160,6100408_167_4_1_0_1_1_1,,,,,,,,,0,246,0,0,0,2018-04-05 12:58:36.0000000,2,18,,0,0,0,0,,1,0,0,
772,33,HC72 200RB200,2018-04-05 12:58:37.0000000,49,13009,0,1,1541,15,1556,701A22E9000000E6,1,1,160,6100408_167_4_1_0_1_1_1,,,,,,,,,0,229,0,0,0,2018-04-05 12:59:09.0000000,1,18,,0,0,0,0,,1,0,0,
773,33,HC72 200RB200,2018-04-05 13:01:04.0000000,49,13011,0,1,1542,15,1557,701A22E9000000E6,1,1,160,6100408_167_4_1_0_1_1_1,,,,,,,,,0,12471,0,0,0,2018-04-05 13:01:10.0000000,1,18,,0,0,0,0,,1,0,0,
774,33,HC72 200RB200,2018-04-05 16:01:35.0000000,16,20103,0,0,0,0,0,140B12401A000000,0,0,10,,,,,,,,,,0,0,0,0,0,2018-04-05 16:01:51.0000000,6,16,,0,0,0,0,,1,0,0,
775,33,HC72 200RB200,2018-04-06 15:41:44.0000000,16,20002,0,1,1567,15,1582,140B12401A000000,1,1,130,6100150_0_0_0_0_0_0_0,,,,,,,,,0,0,0,0,0,2018-04-06 15:43:11.0000000,2,18,,0,0,0,0,,1,0,0,
776,33,HC72 200RB200,2018-04-06 16:07:09.0000000,16,20002,0,1,1569,15,1584,140B12401A000000,1,1,130,6100150_0_0_0_0_0_0_0,,,,,,,,,0,0,0,0,0,2018-04-06 16:07:24.0000000,2,35,,0,0,0,0,,1,0,0,
777,33,HC72 200RB200,2018-04-10 19:56:21.0000000,16,20103,0,0,0,0,0,140B12401A000000,0,0,10,,,,,,,,,,0,0,0,0,0,2018-04-10 20:23:04.0000000,6,16,,0,0,0,0,,1,0,0,
778,4,UB72 140RB100,2018-04-06 18:12:35.0000000,49,13008,0,1,5511,128,5639,70813CE900000071,1,1,160,6100477_167_0_2_0_1_1_1,,,,,,,,,0,65395,0,0,0,2018-04-06 18:15:43.0000000,1,35,,0,0,0,0,,1,0,0,
779,33,HC72 200RB200,2018-04-11 10:32:24.0000000,65,17009,0,1,1742,15,1757,705EC0EE00000090,1,1,160,6100470_167_4_2_0_1_1_1,,,,,,,,,0,0,0,0,0,2018-04-11 10:35:06.0000000,1,18,,0,0,0,0,,1,0,0,
780,4,UB72 140RB100,2018-04-06 18:28:38.0000000,49,13008,0,1,5516,129,5645,70813CE900000071,1,1,160,6100946_167_0_2_0_1_1_1,,,,,,,,,0,65307,0,0,0,2018-04-06 18:47:00.0000000,2,35,,0,0,0,0,,1,0,0,
781,33,HC72 200RB200,2018-04-11 10:32:26.0000000,16,20004,0,1,1742,15,1757,140B12401A000000,1,1,160,6100470_167_4_2_0_1_1_1,,,,,,,,,0,0,0,0,0,2018-04-11 10:35:06.0000000,1,18,,0,0,0,0,,1,0,0,
782,4,UB72 140RB100,2018-04-06 18:47:04.0000000,49,13011,0,1,5516,130,5646,70813CE900000071,1,1,160,6100946_167_0_2_0_1_1_1,,,,,,,,,0,12718,0,0,0,2018-04-06 18:47:11.0000000,1,35,,0,0,0,0,,1,0,0,
783,33,HC72 200RB200,2018-04-11 10:32:40.0000000,16,20003,0,1,1742,15,1757,140B12401A000000,1,1,160,6100470_167_4_2_0_1_1_1,,,,,,,,,0,0,0,0,0,2018-04-11 10:35:35.0000000,6,16,,0,0,0,0,,1,0,0,
784,4,UB72 140RB100,2018-04-06 18:48:52.0000000,49,13008,0,1,5530,131,5661,70813CE900000071,1,1,160,6100866_167_0_1_0_1_1_1,,,,,,,,,0,65290,0,0,0,2018-04-06 18:49:58.0000000,1,35,,0,0,0,0,,1,0,0,
785,33,HC72 200RB200,2018-04-11 10:35:07.0000000,65,17009,0,1,1742,15,1757,705EC0EE00000090,1,1,160,6100470_167_4_2_0_1_1_1,,,,,,,,,0,0,0,0,0,2018-04-11 10:36:06.0000000,2,35,,0,0,0,0,,1,0,0,
786,4,UB72 140RB100,2018-04-06 18:50:07.0000000,49,13008,0,1,5531,132,5663,70813CE900000071,1,1,160,6100942_167_0_1_0_1_1_1,,,,,,,,,0,65272,0,0,0,2018-04-06 18:50:27.0000000,1,35,,0,0,0,0,,1,0,0,
787,33,HC72 200RB200,2018-04-12 08:11:32.0000000,16,20103,0,0,0,0,0,140B12401A000000,0,0,10,,,,,,,,,,0,0,0,0,0,2018-04-12 08:11:35.0000000,6,16,,0,0,0,0,,1,0,0,
788,4,UB72 140RB100,2018-04-08 16:31:18.0000000,49,13008,0,1,5843,133,5976,70813CE900000071,1,1,160,6100477_167_0_1_0_1_1_1,,,,,,,,,0,65466,0,0,0,2018-04-08 16:32:54.0000000,2,35,,0,0,0,0,,1,0,0,
789,33,HC72 200RB200,2018-04-12 08:15:59.0000000,16,20103,0,0,0,0,0,140B12401A000000,0,0,10,,,,,,,,,,0,0,0,0,0,2018-04-12 08:17:03.0000000,6,16,,0,0,0,0,,1,0,0,
790,4,UB72 140RB100,2018-04-08 16:32:57.0000000,49,13011,0,1,5843,134,5977,70813CE900000071,1,1,160,6100477_167_0_1_0_1_1_1,,,,,,,,,0,12736,0,0,0,2018-04-08 16:32:59.0000000,1,35,,0,0,0,0,,1,0,0,
791,4,UB72 140RB100,2018-04-08 16:33:21.0000000,49,13008,0,1,5848,135,5983,70813CE900000071,1,1,160,6100946_167_0_1_0_1_1_1,,,,,,,,,0,65290,0,0,0,2018-04-08 16:33:48.0000000,1,35,,0,0,0,0,,1,0,0,
792,4,UB72 140RB100,2018-04-12 15:37:05.0000000,16,20103,0,0,0,0,0,140B12401A000000,0,0,10,,,,,,,,,,0,0,0,0,0,2018-04-12 15:37:48.0000000,6,16,,0,0,0,0,,1,0,0,
793,4,UB72 140RB100,2018-04-12 15:37:05.0000000,16,20003,0,2,667,5,672,140B12401A000000,0,1,70,,,,,,,,,,0,0,0,0,0,2018-04-12 15:37:48.0000000,6,16,,0,0,0,0,,1,0,0,
794,4,UB72 140RB100,2018-04-12 23:04:51.0000000,16,20103,0,0,0,0,0,140B12401A000000,0,0,10,,,,,,,,,,0,0,0,0,0,2018-04-12 23:04:57.0000000,6,16,,0,0,0,0,,1,0,0,
795,4,UB72 140RB100,2018-04-12 23:04:51.0000000,16,20003,0,2,667,5,672,140B12401A000000,0,1,70,,,,,,,,,,0,0,0,0,0,2018-04-12 23:04:57.0000000,6,16,,0,0,0,0,,1,0,0,
796,7,UB72 140RB500,2018-04-04 12:18:12.0000000,49,13008,0,1,9589,123,9712,70471CE9000000A4,1,1,160,6100108_167_0_1_0_7_1_1,,,,,,,,,0,65290,0,0,0,2018-04-04 12:21:45.0000000,2,35,,0,0,0,0,,1,0,0,
797,7,UB72 140RB500,2018-04-04 12:21:48.0000000,49,13011,0,1,9589,124,9713,70471CE9000000A4,1,1,160,6100108_167_0_1_0_7_1_1,,,,,,,,,0,12224,0,0,0,2018-04-04 12:21:50.0000000,2,35,,0,0,0,0,,1,0,0,
798,7,UB72 140RB500,2018-04-04 12:21:51.0000000,49,13011,0,1,9589,124,9713,70471CE9000000A4,1,1,160,6100108_167_0_1_0_7_1_1,,,,,,,,,0,12242,0,0,0,2018-04-04 12:22:06.0000000,2,18,,0,0,0,0,,1,0,0,
799,7,UB72 140RB500,2018-04-04 12:22:06.0000000,49,13011,0,1,9589,124,9713,70471CE9000000A4,1,1,160,6100108_167_0_1_0_7_1_1,,,,,,,,,0,12242,0,0,0,2018-04-04 12:22:57.0000000,1,35,,0,0,0,0,,1,0,0,
800,7,UB72 140RB500,2018-04-08 16:32:03.0000000,49,13008,0,1,10303,125,10428,70471CE9000000A4,1,1,160,6200286_167_0_1_0_1_1_1,,,,,,,,,0,65237,0,0,0,2018-04-08 16:33:42.0000000,1,35,,0,0,0,0,,1,0,0,
801,7,UB72 140RB500,2018-04-12 15:37:20.0000000,16,20103,0,0,0,0,0,140B12401A000000,0,0,10,,,,,,,,,,0,0,0,0,0,2018-04-12 15:38:02.0000000,6,16,,0,0,0,0,,1,0,0,
802,7,UB72 140RB500,2018-04-12 15:37:20.0000000,16,20003,0,1,11167,128,11295,140B12401A000000,0,1,70,,,,,,,,,,0,0,0,0,0,2018-04-12 15:38:02.0000000,6,16,,0,0,0,0,,1,0,0,
803,7,UB72 140RB500,2018-04-12 23:05:05.0000000,16,20103,0,0,0,0,0,140B12401A000000,0,0,10,,,,,,,,,,0,0,0,0,0,2018-04-12 23:05:11.0000000,6,16,,0,0,0,0,,1,0,0,
804,7,UB72 140RB500,2018-04-12 23:05:05.0000000,16,20003,0,1,11167,128,11295,140B12401A000000,0,1,70,,,,,,,,,,0,0,0,0,0,2018-04-12 23:05:11.0000000,6,16,,0,0,0,0,,1,0,0,
805,6,UB72 140RB300,2018-04-08 16:33:17.0000000,65,17008,0,1,3502,4,3506,706914000100004E,1,1,160,6100819_167_0_1_0_1_1_1,,,,,,,,,0,0,0,0,0,2018-04-08 16:34:11.0000000,2,35,,0,0,0,0,,1,0,0,
806,6,UB72 140RB300,2018-04-08 16:33:20.0000000,16,20003,0,1,3502,4,3506,140B12401A000000,1,1,160,6100819_167_0_1_0_1_1_1,,,,,,,,,0,0,0,0,0,2018-04-08 16:34:13.0000000,2,35,,0,0,0,0,,1,0,0,
807,6,UB72 140RB300,2018-04-08 16:34:24.0000000,16,20029,0,1,3502,4,3506,140B12401A000000,1,1,160,6100819_167_0_1_0_1_1_1,,,,,,,,,0,0,0,0,0,2018-04-08 16:38:06.0000000,2,35,,0,0,0,0,,1,0,0,
808,6,UB72 140RB300,2018-04-08 16:38:08.0000000,49,13011,0,1,3502,4,3506,706F3A00010000A6,1,1,160,6100819_167_0_1_0_1_1_1,,,,,,,,,0,12541,0,0,0,2018-04-08 16:38:10.0000000,1,35,,0,0,0,0,,1,0,0,
809,6,UB72 140RB300,2018-04-10 12:46:02.0000000,16,20029,0,1,3582,5,3587,140B12401A000000,1,1,160,6100819_167_0_1_0_1_1_1,,,,,,,,,0,0,0,0,0,2018-04-10 12:47:51.0000000,1,18,,0,0,0,0,,1,0,0,
810,6,UB72 140RB300,2018-04-10 12:52:59.0000000,49,13011,0,1,3582,6,3588,706F3A00010000A6,1,1,160,6100908_167_0_1_0_1_1_1,,,,,,,,,0,12559,0,0,0,2018-04-10 12:53:02.0000000,1,18,,0,0,0,0,,1,0,0,
811,6,UB72 140RB300,2018-04-10 12:53:26.0000000,16,20029,0,2,6391,8,6399,140B12401A000000,1,1,160,6100083_167_0_1_0_1_1_1,,,,,,,,,0,0,0,0,0,2018-04-10 12:56:31.0000000,2,18,,0,0,0,0,,1,0,0,
812,6,UB72 140RB300,2018-04-12 15:37:16.0000000,16,20003,0,1,3758,6,3764,140B12401A000000,0,1,80,,,,,,,,,,0,0,0,0,0,2018-04-12 15:37:59.0000000,6,16,,0,0,0,0,,1,0,0,
813,6,UB72 140RB300,2018-04-12 15:37:16.0000000,16,20003,0,2,6756,8,6764,140B12401A000000,0,1,80,,,,,,,,,,0,0,0,0,0,2018-04-12 15:37:59.0000000,6,16,,0,0,0,0,,1,0,0,
814,6,UB72 140RB300,2018-04-12 15:37:16.0000000,16,20103,0,0,0,0,0,140B12401A000000,0,0,10,,,,,,,,,,0,0,0,0,0,2018-04-12 15:37:59.0000000,6,16,,0,0,0,0,,1,0,0,
815,6,UB72 140RB300,2018-04-12 23:05:01.0000000,16,20003,0,2,6756,8,6764,140B12401A000000,0,1,80,,,,,,,,,,0,0,0,0,0,2018-04-12 23:05:07.0000000,6,16,,0,0,0,0,,1,0,0,
816,6,UB72 140RB300,2018-04-12 23:05:01.0000000,16,20003,0,1,3758,6,3764,140B12401A000000,0,1,80,,,,,,,,,,0,0,0,0,0,2018-04-12 23:05:08.0000000,6,16,,0,0,0,0,,1,0,0,
817,6,UB72 140RB300,2018-04-12 23:05:02.0000000,16,20103,0,0,0,0,0,140B12401A000000,0,0,10,,,,,,,,,,0,0,0,0,0,2018-04-12 23:05:07.0000000,6,16,,0,0,0,0,,1,0,0,
818,9,UB72 150RB300,2018-04-12 15:37:15.0000000,16,20003,0,1,10936,219,11155,140B12401A000000,0,1,80,,,,,,,,,,0,0,0,0,0,2018-04-12 15:37:58.0000000,6,16,,0,0,0,0,,1,0,0,
819,9,UB72 150RB300,2018-04-12 15:37:15.0000000,16,20103,0,0,0,0,0,140B12401A000000,0,0,10,,,,,,,,,,0,0,0,0,0,2018-04-12 15:37:58.0000000,6,16,,0,0,0,0,,1,0,0,
820,9,UB72 150RB300,2018-04-12 23:05:00.0000000,16,20103,0,0,0,0,0,140B12401A000000,0,0,10,,,,,,,,,,0,0,0,0,0,2018-04-12 23:05:06.0000000,6,16,,0,0,0,0,,1,0,0,
821,9,UB72 150RB300,2018-04-12 23:05:00.0000000,16,20003,0,1,10936,219,11155,140B12401A000000,0,1,70,,,,,,,,,,0,0,0,0,0,2018-04-12 23:05:06.0000000,6,16,,0,0,0,0,,1,0,0,
822,13,UB72 170RB200,2018-04-07 09:21:06.0000000,16,20103,0,0,0,0,0,140B12401A000000,0,0,10,,,,,,,,,,0,0,0,0,0,2018-04-07 10:42:05.0000000,6,16,,0,0,0,0,,1,0,0,
823,13,UB72 170RB200,2018-04-07 09:21:07.0000000,16,20003,0,1,3658,6,3664,140B12401A000000,0,1,70,,,,,,,,,,0,0,0,0,0,2018-04-07 10:42:02.0000000,6,16,,0,0,0,0,,1,0,0,
824,13,UB72 170RB200,2018-04-12 15:36:59.0000000,16,20003,0,1,4030,6,4036,140B12401A000000,0,1,80,,,,,,,,,,0,0,0,0,0,2018-04-12 15:44:34.0000000,6,16,,0,0,0,0,,1,0,0,
825,13,UB72 170RB200,2018-04-12 15:36:59.0000000,16,20103,0,0,0,0,0,140B12401A000000,0,0,10,,,,,,,,,,0,0,0,0,0,2018-04-12 15:44:37.0000000,6,16,,0,0,0,0,,1,0,0,
826,13,UB72 170RB200,2018-04-12 15:49:07.0000000,16,20003,0,1,4030,6,4036,140B12401A000000,0,1,80,,,,,,,,,,0,0,0,0,0,2018-04-12 15:49:15.0000000,6,16,,0,0,0,0,,1,0,0,
827,13,UB72 170RB200,2018-04-12 15:49:07.0000000,16,20103,0,0,0,0,0,140B12401A000000,0,0,10,,,,,,,,,,0,0,0,0,0,2018-04-12 15:49:18.0000000,6,16,,0,0,0,0,,1,0,0,
828,13,UB72 170RB200,2018-04-12 17:21:19.0000000,16,20103,0,0,0,0,0,140B12401A000000,0,0,10,,,,,,,,,,0,0,0,0,0,2018-04-12 17:21:30.0000000,6,16,,0,0,0,0,,1,0,0,
829,13,UB72 170RB200,2018-04-12 17:21:19.0000000,16,20003,0,1,4030,6,4036,140B12401A000000,0,1,70,,,,,,,,,,0,0,0,0,0,2018-04-12 17:21:27.0000000,6,16,,0,0,0,0,,1,0,0,
830,13,UB72 170RB200,2018-04-12 22:57:32.0000000,16,20103,0,0,0,0,0,140B12401A000000,0,0,10,,,,,,,,,,0,0,0,0,0,2018-04-12 22:57:48.0000000,6,16,,0,0,0,0,,1,0,0,
831,13,UB72 170RB200,2018-04-12 22:57:32.0000000,16,20003,0,1,4030,6,4036,140B12401A000000,0,1,70,,,,,,,,,,0,0,0,0,0,2018-04-12 22:57:46.0000000,6,16,,0,0,0,0,,1,0,0,
832,13,UB72 170RB200,2018-04-13 14:26:33.0000000,16,20103,0,0,0,0,0,140B12401A000000,0,0,10,,,,,,,,,,0,0,0,0,0,2018-04-13 14:26:46.0000000,6,16,,0,0,0,0,,1,0,0,
833,19,UB73 250RB300,2018-04-04 15:10:01.0000000,16,20003,0,1,7583,22,7605,140B12401A000000,0,1,80,,,,,,,,,,0,0,0,0,0,2018-04-04 15:19:18.0000000,6,16,,0,0,0,0,,1,0,0,
834,13,UB72 170RB200,2018-04-13 14:26:33.0000000,16,20003,0,1,4057,6,4063,140B12401A000000,0,1,70,,,,,,,,,,0,0,0,0,0,2018-04-13 14:26:44.0000000,6,16,,0,0,0,0,,1,0,0,
835,19,UB73 250RB300,2018-04-04 15:10:01.0000000,16,20103,0,0,0,0,0,140B12401A000000,0,0,10,,,,,,,,,,0,0,0,0,0,2018-04-04 15:19:18.0000000,6,16,,0,0,0,0,,1,0,0,
836,13,UB72 170RB200,2018-04-13 14:53:56.0000000,16,20103,0,0,0,0,0,140B12401A000000,0,0,10,,,,,,,,,,0,0,0,0,0,2018-04-13 14:54:18.0000000,6,16,,0,0,0,0,,1,0,0,
837,19,UB73 250RB300,2018-04-07 08:59:15.0000000,16,20103,0,0,0,0,0,140B12401A000000,0,0,10,,,,,,,,,,0,0,0,0,0,2018-04-07 10:35:42.0000000,6,16,,0,0,0,0,,1,0,0,
838,13,UB72 170RB200,2018-04-13 14:53:56.0000000,16,20003,0,1,4057,6,4063,140B12401A000000,0,1,70,,,,,,,,,,0,0,0,0,0,2018-04-13 14:54:15.0000000,6,16,,0,0,0,0,,1,0,0,
839,19,UB73 250RB300,2018-04-07 08:59:15.0000000,16,20003,0,1,7600,22,7622,140B12401A000000,0,1,70,,,,,,,,,,0,0,0,0,0,2018-04-07 10:35:42.0000000,6,16,,0,0,0,0,,1,0,0,
840,13,UB72 170RB200,2018-04-16 22:04:00.0000000,16,20003,0,1,4087,6,4093,140B12401A000000,0,1,80,,,,,,,,,,0,0,0,0,0,2018-04-16 22:04:10.0000000,6,16,,0,0,0,0,,1,0,0,
841,19,UB73 250RB300,2018-04-08 09:43:15.0000000,16,20103,0,0,0,0,0,140B12401A000000,0,0,10,,,,,,,,,,0,0,0,0,0,2018-04-08 09:45:04.0000000,6,16,,0,0,0,0,,1,0,0,
842,13,UB72 170RB200,2018-04-16 22:04:00.0000000,16,20103,0,0,0,0,0,140B12401A000000,0,0,10,,,,,,,,,,0,0,0,0,0,2018-04-16 22:04:13.0000000,6,16,,0,0,0,0,,1,0,0,
843,19,UB73 250RB300,2018-04-08 09:43:15.0000000,16,20003,0,1,7600,22,7622,140B12401A000000,0,1,70,,,,,,,,,,0,0,0,0,0,2018-04-08 09:45:04.0000000,6,16,,0,0,0,0,,1,0,0,
844,19,UB73 250RB300,2018-04-08 17:18:50.0000000,16,20028,0,1,7604,22,7626,140B12401A000000,1,1,160,6100220_167_4_1_2_1_1_1,,,,,,,,,0,0,0,0,0,2018-04-08 17:19:34.0000000,2,18,,0,0,0,0,,1,0,0,
845,19,UB73 250RB300,2018-04-08 17:19:39.0000000,65,17070,0,1,7604,22,7626,70E0F263000000C7,1,1,160,6100220_167_4_1_2_1_1_1,,,,,,,,,0,0,0,0,0,2018-04-08 17:19:51.0000000,2,35,,0,0,0,0,,1,0,0,
846,19,UB73 250RB300,2018-04-08 17:19:59.0000000,65,17070,0,1,7604,22,7626,70E0F263000000C7,1,1,160,6100220_167_4_1_2_1_1_1,,,,,,,,,0,0,0,0,0,2018-04-08 17:25:12.0000000,2,18,,0,0,0,0,,1,0,0,
847,19,UB73 250RB300,2018-04-08 17:25:20.0000000,65,17070,0,1,7604,22,7626,70E0F263000000C7,1,1,160,6100220_167_4_1_2_1_1_1,,,,,,,,,0,0,0,0,0,2018-04-08 17:25:27.0000000,2,18,,0,0,0,0,,1,0,0,
848,19,UB73 250RB300,2018-04-08 17:25:35.0000000,65,17070,0,1,7604,22,7626,70E0F263000000C7,1,1,160,6100220_167_4_1_2_1_1_1,,,,,,,,,0,0,0,0,0,2018-04-08 17:25:39.0000000,2,18,,0,0,0,0,,1,0,0,
849,16,UB72 180RB200,2018-04-06 20:21:23.0000000,16,20029,0,1,5225,20,5245,140B12401A000000,1,1,160,6100856_167_4_1_2_1_1_1,,,,,,,,,0,0,0,0,0,2018-04-06 20:23:38.0000000,2,18,,0,0,0,0,,1,0,0,
850,16,UB72 180RB200,2018-04-06 20:23:52.0000000,65,16376,0,1,5225,20,5245,706C2900010000CD,1,1,160,6100856_167_4_1_2_1_1_1,,,,,,,,,0,0,0,0,0,2018-04-06 20:23:57.0000000,2,35,,0,0,0,0,,1,0,0,
851,16,UB72 180RB200,2018-04-06 20:24:05.0000000,65,16376,0,1,5225,20,5245,706C2900010000CD,1,1,160,6100856_167_4_1_2_1_1_1,,,,,,,,,0,0,0,0,0,2018-04-06 20:24:15.0000000,2,18,,0,0,0,0,,1,0,0,
852,16,UB72 180RB200,2018-04-06 20:24:23.0000000,65,16376,0,1,5225,20,5245,706C2900010000CD,1,1,160,6100856_167_4_1_2_1_1_1,,,,,,,,,0,0,0,0,0,2018-04-06 20:25:18.0000000,2,35,,0,0,0,0,,1,0,0,
853,16,UB72 180RB200,2018-04-06 20:25:27.0000000,65,16376,0,1,5225,20,5245,706C2900010000CD,1,1,160,6100856_167_4_1_2_1_1_1,,,,,,,,,0,0,0,0,0,2018-04-06 20:32:50.0000000,2,35,,0,0,0,0,,1,0,0,
854,16,UB72 180RB200,2018-04-06 20:32:58.0000000,65,16376,0,1,5225,20,5245,706C2900010000CD,1,1,160,6100856_167_4_1_2_1_1_1,,,,,,,,,0,0,0,0,0,2018-04-06 20:34:54.0000000,2,18,,0,0,0,0,,1,0,0,
855,16,UB72 180RB200,2018-04-06 20:35:02.0000000,65,16376,0,1,5225,20,5245,706C2900010000CD,1,1,160,6100856_167_4_1_2_1_1_1,,,,,,,,,0,0,0,0,0,2018-04-06 20:35:46.0000000,2,18,,0,0,0,0,,1,0,0,
856,16,UB72 180RB200,2018-04-06 20:35:54.0000000,65,16376,0,1,5225,20,5245,706C2900010000CD,1,1,160,6100856_167_4_1_2_1_1_1,,,,,,,,,0,0,0,0,0,2018-04-06 20:36:11.0000000,2,18,,0,0,0,0,,1,0,0,
857,16,UB72 180RB200,2018-04-06 20:36:19.0000000,65,16376,0,1,5225,20,5245,706C2900010000CD,1,1,160,6100856_167_4_1_2_1_1_1,,,,,,,,,0,0,0,0,0,2018-04-06 20:36:30.0000000,1,18,,0,0,0,0,,1,0,0,
858,16,UB72 180RB200,2018-04-06 20:37:55.0000000,65,16376,0,1,5225,20,5245,706C2900010000CD,1,1,160,6100856_167_4_1_2_1_1_1,,,,,,,,,0,0,0,0,0,2018-04-06 20:40:32.0000000,1,18,,0,0,0,0,,1,0,0,
859,16,UB72 180RB200,2018-04-06 20:39:53.0000000,16,20004,0,1,5225,20,5245,140B12401A000000,1,1,160,6100856_167_4_1_2_1_1_1,,,,,,,,,0,0,0,0,0,2018-04-06 20:40:32.0000000,1,18,,0,0,0,0,,1,0,0,
860,16,UB72 180RB200,2018-04-06 20:41:40.0000000,65,16376,0,1,5225,20,5245,706C2900010000CD,1,1,160,6100856_167_4_1_2_1_1_1,,,,,,,,,0,0,0,0,0,2018-04-06 20:41:46.0000000,2,18,,0,0,0,0,,1,0,0,
861,16,UB72 180RB200,2018-04-06 20:41:54.0000000,65,16376,0,1,5225,20,5245,706C2900010000CD,1,1,160,6100856_167_4_1_2_1_1_1,,,,,,,,,0,0,0,0,0,2018-04-06 20:43:52.0000000,1,18,,0,0,0,0,,1,0,0,
862,16,UB72 180RB200,2018-04-06 20:44:43.0000000,65,16376,0,1,5225,20,5245,706C2900010000CD,1,1,160,6100856_167_4_1_2_1_1_1,,,,,,,,,0,0,0,0,0,2018-04-06 20:44:50.0000000,1,18,,0,0,0,0,,1,0,0,
863,16,UB72 180RB200,2018-04-06 20:45:17.0000000,65,16376,0,1,5225,20,5245,706C2900010000CD,1,1,160,6100856_167_4_1_2_1_1_1,,,,,,,,,0,0,0,0,0,2018-04-06 20:45:34.0000000,1,18,,0,0,0,0,,1,0,0,
864,16,UB72 180RB200,2018-04-07 07:51:28.0000000,65,16376,0,1,5225,20,5245,706C2900010000CD,1,1,160,6100856_167_4_1_2_1_1_1,,,,,,,,,0,0,0,0,0,2018-04-07 07:51:35.0000000,2,35,,0,0,0,0,,1,0,0,
865,16,UB72 180RB200,2018-04-07 07:51:43.0000000,65,16376,0,1,5225,20,5245,706C2900010000CD,1,1,160,6100856_167_4_1_2_1_1_1,,,,,,,,,0,0,0,0,0,2018-04-07 07:52:40.0000000,2,18,,0,0,0,0,,1,0,0,
866,16,UB72 180RB200,2018-04-07 07:52:43.0000000,65,17068,0,1,5226,20,5246,706C2900010000CD,0,1,160,,,,,,,,,,0,0,0,0,0,2018-04-07 07:52:47.0000000,2,35,,0,0,0,0,,1,0,0,
867,16,UB72 180RB200,2018-04-07 07:52:58.0000000,65,17068,0,1,5226,20,5246,706C2900010000CD,1,1,160,6200297_167_4_1_2_1_1_1,,,,,,,,,0,0,0,0,0,2018-04-07 07:53:04.0000000,2,35,,0,0,0,0,,1,0,0,
868,16,UB72 180RB200,2018-04-07 07:53:08.0000000,65,17068,0,1,5226,20,5246,706C2900010000CD,1,1,160,6200297_167_4_1_2_1_1_1,,,,,,,,,0,0,0,0,0,2018-04-07 08:00:09.0000000,2,35,,0,0,0,0,,1,0,0,
869,16,UB72 180RB200,2018-04-07 07:59:52.0000000,16,20004,0,1,5226,20,5246,140B12401A000000,1,1,160,6200297_167_4_1_2_1_1_1,,,,,,,,,0,0,0,0,0,2018-04-07 08:00:09.0000000,2,35,,0,0,0,0,,1,0,0,
870,16,UB72 180RB200,2018-04-07 08:00:13.0000000,16,20004,0,1,5226,20,5246,140B12401A000000,1,1,160,6200297_167_4_1_2_1_1_1,,,,,,,,,0,0,0,0,0,2018-04-07 08:00:30.0000000,1,35,,0,0,0,0,,1,0,0,
871,16,UB72 180RB200,2018-04-07 08:00:34.0000000,65,17068,0,1,5226,21,5247,706C2900010000CD,0,1,160,,,,,,,,,,0,0,0,0,0,2018-04-07 08:06:09.0000000,2,35,,0,0,0,0,,1,0,0,
872,16,UB72 180RB200,2018-04-07 09:20:59.0000000,16,20103,0,0,0,0,0,140B12401A000000,0,0,10,,,,,,,,,,0,0,0,0,0,2018-04-07 10:41:57.0000000,6,16,,0,0,0,0,,1,0,0,
873,16,UB72 180RB200,2018-04-08 17:20:40.0000000,16,20029,0,1,5233,21,5254,140B12401A000000,1,1,160,6100856_167_4_1_2_1_1_1,,,,,,,,,0,0,0,0,0,2018-04-08 17:22:46.0000000,2,18,,0,0,0,0,,1,0,0,
874,16,UB72 180RB200,2018-04-10 13:07:57.0000000,16,20029,0,1,5241,21,5262,140B12401A000000,1,1,160,6100856_167_4_1_3_1_1_1,,,,,,,,,0,0,0,0,0,2018-04-10 13:08:37.0000000,2,35,,0,0,0,0,,1,0,0,
875,17,UB72 180RB500,2018-04-07 09:21:04.0000000,16,20003,0,2,2892,59,2951,140B12401A000000,0,1,80,,,,,,,,,,0,0,0,0,0,2018-04-07 10:42:01.0000000,6,16,,0,0,0,0,,1,0,0,
876,17,UB72 180RB500,2018-04-07 09:21:04.0000000,16,20003,0,1,1155,6,1161,140B12401A000000,0,1,80,,,,,,,,,,0,0,0,0,0,2018-04-07 10:42:01.0000000,6,16,,0,0,0,0,,1,0,0,
